edsite	chr	pos	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	PP.H4.abf
1_160112452	1	160112452	183	0.7391405041885	0.00137924839365129	0.255208826172252	0.000472424890103233	0.00379899635549285	0.00379899635549285
1_160112527	1	160112527	183	0.943249279550674	0.00176011874097109	0.054452352926265	0.00010117191340921	0.000437076868680463	0.000437076868680463
1_160302244	1	160302244	164	0.986125268908276	0.00137345783918263	0.0123655513320813	1.71039032469108e-05	0.000118618017212602	0.000118618017212602
1_161336785	1	161336785	302	9.70609890737203e-05	5.68402722548934e-07	0.987951044377231	0.00577940752704609	0.00617191870392703	0.00617191870392703
1_1595180	1	1595180	48	0.99673273118297	0.000228285980099297	0.0030248914460249	6.79391885960054e-07	1.34119990194308e-05	1.34119990194308e-05
1_166883151	1	166883151	222	0.973886613182542	0.00964110451582443	0.015765329439285	0.000155519290466359	0.000551433571882851	0.000551433571882851
1_166883269	1	166883269	222	0.336563957545483	0.00333185429087246	0.518840974631253	0.00500006380641273	0.136263149725978	0.136263149725978
1_167988904	1	167988904	114	0.9044509730086	0.00127336698090484	0.0932213445285877	0.000130321353137973	0.000923994128769687	0.000923994128769687
1_1660850	1	1660850	60	0.000407965700285997	1.17099838875286e-07	0.997055255404983	0.000283935572636769	0.00225272622225547	0.00225272622225547
1_1661090	1	1661090	61	0.000716475670257544	2.12190562737023e-07	0.995336789321388	0.000291122331970955	0.00365540048582064	0.00365540048582064
1_1661099	1	1661099	61	0.995298529719564	0.000294766401539651	0.00438316210571099	1.27584602889133e-06	2.22659271560964e-05	2.22659271560964e-05
1_1661104	1	1661104	61	0.993784568863028	0.00029431802873448	0.00588905832973213	1.71375532628618e-06	3.03410231793039e-05	3.03410231793039e-05
1_179042482	1	179042482	236	0.0612920109525033	0.000223635977825424	0.915790803028441	0.00332207169730098	0.019371478343929	0.019371478343929
1_19542679	1	19542679	234	0.952555582648953	0.0080982275852621	0.0380249164844963	0.000322272872867155	0.00099900040842112	0.00099900040842112
1_19542685	1	19542685	234	1.36477916337668e-05	1.16027793757848e-07	0.980682155938908	0.00832637019096472	0.0109777100507004	0.0109777100507004
1_19543349	1	19543349	235	0.920051931813735	0.00794950905075906	0.0525268402793718	0.000434809855263277	0.0190369090008708	0.0190369090008708
1_19543373	1	19543373	235	0.925214865921635	0.00799411826247857	0.0655907989222474	0.000566088935870855	0.000634127957768121	0.000634127957768121
1_19543456	1	19543456	235	0.959570711098183	0.00829096248695517	0.0301500569121758	0.00025877552972908	0.00172949397295735	0.00172949397295735
1_19543459	1	19543459	235	0.916443249049557	0.00791832901047742	0.0704400309235518	0.00060402743699508	0.00459436357941906	0.00459436357941906
1_19543465	1	19543465	235	0.950111487630449	0.00820923211938596	0.0400581203019932	0.000344837172436793	0.00127632277573499	0.00127632277573499
1_19585553	1	19585553	268	4.25332371267978e-19	3.7950839267787e-21	0.977372250483803	0.00870681129109695	0.0139209382250998	0.0139209382250998
1_193065034	1	193065034	124	0.918969997337562	0.00336561266865165	0.0740868704432146	0.000268024400915336	0.00330949514965616	0.00330949514965616
1_202554194	1	202554194	141	5.51209734774724e-47	4.50956341522215e-50	0.996542374389502	0.000812647414109102	0.00264497819639102	0.00264497819639102
1_202554199	1	202554199	141	1.92502255961284e-05	1.57490166821079e-08	0.996402059824322	0.00081241133512626	0.00276626286593876	0.00276626286593876
1_202554218	1	202554218	141	1.55951968189643e-27	1.27587603395163e-30	0.996507960372883	0.000812584782626171	0.00267945484449326	0.00267945484449326
1_202554237	1	202554237	141	0.692936049337112	0.000566905636827391	0.305388794171481	0.000248985766073247	0.000859265088505862	0.000859265088505862
1_202554242	1	202554242	141	0.00911532156656475	7.45743735301877e-06	0.987302084630186	0.000804962542007136	0.00277017382388837	0.00277017382388837
1_202554257	1	202554257	141	0.958639240551949	0.000784283036901776	0.0403862598446297	3.28835202593209e-05	0.000157333046260058	0.000157333046260058
1_202554273	1	202554273	141	0.977819053177177	0.00079997444724323	0.0212487008792595	1.72690090896462e-05	0.000115002487230211	0.000115002487230211
1_202554345	1	202554345	141	0.95821541839778	0.000783936299034059	0.0407909727754609	3.3195480466286e-05	0.000176477047258514	0.000176477047258514
1_204520274	1	204520274	191	0.969626633024575	0.00388726407669733	0.025804885967099	0.00010287426765705	0.000578342663971578	0.000578342663971578
1_204520442	1	204520442	189	4.1434424638807e-22	1.66986645011317e-24	0.984713037211313	0.00395720432439627	0.0113297584642924	0.0113297584642924
1_204525548	1	204525548	205	4.03286298843897e-21	2.02187519034829e-23	0.982789216091033	0.00491491623710994	0.0122958676718565	0.0122958676718565
1_204525579	1	204525579	205	0.969080957367663	0.00485848577240922	0.0253242042497687	0.000126352856248642	0.000609999753910381	0.000609999753910381
1_204525593	1	204525593	205	5.43729948142512e-09	2.72598919316187e-11	0.983261234010409	0.00491775756287556	0.0118210029621564	0.0118210029621564
1_20978457	1	20978457	319	0.961382369047245	0.00669057857162278	0.0311802133036486	0.000216463063542019	0.000530376013941032	0.000530376013941032
1_21101899	1	21101899	183	0.973869211932933	0.0117974428311113	0.0132863609782495	0.000160063936481506	0.000886920321224582	0.000886920321224582
1_21101903	1	21101903	183	0.913064862151289	0.011060859487432	0.0732940260782716	0.000886189106272857	0.00169406317673452	0.00169406317673452
1_21101917	1	21101917	183	0.968248539238055	0.0117293540528876	0.0190556219958406	0.00023010325116274	0.00073638146205401	0.00073638146205401
1_21110560	1	21110560	163	1.82533480566879e-46	1.79040288707664e-48	0.913904214678639	0.00888693701353943	0.0772088483078237	0.0772088483078237
1_21219204	1	21219204	160	0.949129806717706	0.0152692987190761	0.0323684656517799	0.000518019179727861	0.00271440973171025	0.00271440973171025
1_212989565	1	212989565	443	9.64549864497014e-08	3.21826388568357e-10	0.99453659721761	0.00331616882721724	0.00214713717835985	0.00214713717835985
1_223393499	1	223393499	218	5.34691902764798e-07	1.08747070496875e-09	0.994374843209754	0.00201878033378528	0.00360584067708597	0.00360584067708597
1_223393500	1	223393500	218	3.02232340917056e-06	6.14688225390994e-09	0.994372300435704	0.00201877510691335	0.00360589598709091	0.00360589598709091
1_224380498	1	224380498	174	4.72844274273975e-08	5.8126131736157e-11	0.995484760199419	0.00122044171940336	0.00329475073862343	0.00329475073862343
1_225679925	1	225679925	242	0.963268533735634	0.00218106962009435	0.0342730282723563	7.74023412549076e-05	0.000199966030660141	0.000199966030660141
1_225974581	1	225974581	283	0.632503333024531	0.00178861662316171	0.36370591664675	0.00102752661098741	0.000974607094569779	0.000974607094569779
1_225974614	1	225974614	282	2.67394026581756e-08	7.51037385262508e-11	0.994907864160026	0.00279212669364102	0.0022999823318269	0.0022999823318269
1_225974645	1	225974645	282	0.924630011019892	0.00259703522434261	0.0714896028764744	0.000199711288793538	0.00108363959049708	0.00108363959049708
1_225974672	1	225974672	277	4.47900937500157e-19	1.25302671222518e-21	0.994931068346199	0.00278108477211421	0.00228784688168794	0.00228784688168794
1_225974674	1	225974674	282	0.349618025584163	0.000981982324482061	0.646051711256609	0.00181304901364326	0.00153523182110272	0.00153523182110272
1_234508908	1	234508908	347	0.518829819181178	0.00126963167722165	0.476022949217275	0.00116216328286729	0.00271543664145853	0.00271543664145853
1_235291294	1	235291294	151	0.0486740309850724	0.00100146049477056	0.928508568876753	0.0191012023200329	0.00271473732337162	0.00271473732337162
1_235291328	1	235291328	151	0.961745669939984	0.0197877651587336	0.0165972596741212	0.000339956646079568	0.001529348581082	0.001529348581082
1_235291377	1	235291377	151	0.917929506801523	0.0188862545271394	0.041693493358045	0.000837183474503363	0.0206535618387897	0.0206535618387897
1_28835847	1	28835847	183	0.92012779470412	0.0464574824566341	0.0289319621016021	0.00145775699796411	0.0030250037396796	0.0030250037396796
1_28835934	1	28835934	183	0.938469061195662	0.0473835375885055	0.0110229822574499	0.000553982694499806	0.00257043626388326	0.00257043626388326
1_28835937	1	28835937	183	0.937984194074406	0.0473590565262996	0.0122999901129812	0.000619292109561934	0.00173746717675122	0.00173746717675122
1_31343383	1	31343383	214	0.970350790417408	0.00200737070912504	0.0273774300367175	5.64278786604584e-05	0.000207980958088934	0.000207980958088934
1_33148621	1	33148621	151	0.987348175361492	0.000987810469480446	0.0115727754743075	1.14984538143798e-05	7.97402409057539e-05	7.97402409057539e-05
1_33149260	1	33149260	151	0.981559830593056	0.000982019414505203	0.0173347671556785	1.72367375052194e-05	0.000106146099255365	0.000106146099255365
1_33150642	1	33150642	150	6.83825735922319e-05	6.81694603560169e-08	0.993205426830194	0.000984368363368245	0.00574175406338531	0.00574175406338531
1_36067677	1	36067677	65	0.988634627259135	0.00131699283974827	0.00988935782329505	1.30279460518712e-05	0.000145994131769823	0.000145994131769823
1_36067752	1	36067752	65	0.975760439744394	0.00129984270934924	0.0224898956303431	2.95392501030978e-05	0.000420282665810659	0.000420282665810659
1_40147856	1	40147856	244	4.54443281689851e-11	4.1072782432294e-13	0.970237268940801	0.00874803214603809	0.0210146988673067	0.0210146988673067
1_42946153	1	42946153	291	0.963610639746779	0.00103770834124317	0.0351891130942949	3.77702428256962e-05	0.000124768574857711	0.000124768574857711
1_46076633	1	46076633	168	0.892400659320757	0.0018622399563244	0.104964074938717	0.000218481930725425	0.000554543853476763	0.000554543853476763
1_46076642	1	46076642	168	4.14822425550169e-34	8.65641332254181e-37	0.915419603637749	0.00182752245465884	0.0827528739075975	0.0827528739075975
1_46686235	1	46686235	108	0.976751163657035	0.00144571861187279	0.0215366382082329	3.16421850331917e-05	0.000234837337826119	0.000234837337826119
1_53288870	1	53288870	220	0.62477026981698	0.00394189355793428	0.363632741791081	0.00228891963122675	0.0053661752027782	0.0053661752027782
1_53288894	1	53288894	220	0.965913999570919	0.00609428834304572	0.0273325133304919	0.000171963124805236	0.000487235630738149	0.000487235630738149
1_53288897	1	53288897	220	0.975608382224086	0.00615545358469504	0.0177053063564534	0.000111289385128134	0.000419568449636993	0.000419568449636993
1_53288924	1	53288924	220	0.978252547847573	0.00617213654792309	0.0150252977697219	9.43441709284013e-05	0.000455673663854047	0.000455673663854047
1_53289686	1	53289686	220	0.332423708747984	0.00209737713096074	0.652089060067239	0.00410497245306959	0.00928488160074621	0.00928488160074621
1_53289688	1	53289688	220	0.89526950167353	0.00564856756435566	0.0972767966847128	0.000612560667922382	0.0011925734094789	0.0011925734094789
1_53289759	1	53289759	220	0.810458706171452	0.00511346667274176	0.181240124308422	0.00114146092056967	0.00204624192681522	0.00204624192681522
1_53289873	1	53289873	219	0.787854729037629	0.00496631492682873	0.203925584137018	0.00128349384404443	0.00196987805447909	0.00196987805447909
1_53289892	1	53289892	219	0.29550699008703	0.0018627555585585	0.692434233011384	0.00435898599675282	0.00583703534627506	0.00583703534627506
1_53289940	1	53289940	219	0.974358200371046	0.00614195675450414	0.0188946149806734	0.000118617337108687	0.000486610556667321	0.000486610556667321
1_53290190	1	53290190	219	0.975244201585783	0.00614754174485295	0.0180186059027628	0.000113105398304039	0.000476545368296796	0.000476545368296796
1_53290266	1	53290266	219	0.78078957192847	0.00492177905756452	0.204363090721071	0.00127957560250038	0.00864598269039433	0.00864598269039433
1_53290298	1	53290298	219	0.973895696438413	0.00613904131832067	0.0194096568106431	0.000121916872768966	0.000433688559854279	0.000433688559854279
1_53291395	1	53291395	217	0.970645632285895	0.00609744305483854	0.0225572425213982	0.000141142506737867	0.000558539631130013	0.000558539631130013
1_53291408	1	53291408	217	0.975470951452351	0.00612775495019997	0.0178005856891936	0.000111331100173845	0.000489376808081699	0.000489376808081699
1_53291420	1	53291420	217	0.959122928631056	0.00602505924447955	0.0339606480725098	0.000212656737506829	0.000678707314447487	0.000678707314447487
1_53291425	1	53291425	217	0.961299126401262	0.00603872977627667	0.031429131415229	0.000196396239545149	0.00103661616768722	0.00103661616768722
1_55102121	1	55102121	339	0.96495020720305	0.00249292357989383	0.0322379025044109	8.30498596769014e-05	0.000235916852967916	0.000235916852967916
1_70594673	1	70594673	197	0.959832056539666	0.0058503665586963	0.0336152159099656	0.000204393433685697	0.000497967557986532	0.000497967557986532
1_70594890	1	70594890	197	0.840542792037118	0.00512327485645292	0.152357438230372	0.000927599878001922	0.00104889499805539	0.00104889499805539
1_70594892	1	70594892	197	0.752522586287948	0.00458677426273345	0.240165590689088	0.00146259440554476	0.00126245435468644	0.00126245435468644
1_70598419	1	70598419	186	0.971541808860395	0.00505920101277142	0.0228869075540277	0.000118787850979316	0.000393294721826935	0.000393294721826935
1_70598428	1	70598428	186	0.926126323598198	0.00482270468606827	0.0681165800085008	0.000354129609801711	0.000580262097431721	0.000580262097431721
1_78484447	1	78484447	226	0.971755152784456	0.00299092476967924	0.0248712487799332	7.6243752316555e-05	0.000306429913614829	0.000306429913614829
1_78484448	1	78484448	226	0.92295742967822	0.00284073228721677	0.072480108061244	0.000221583363560716	0.00150014660975893	0.00150014660975893
1_78487135	1	78487135	229	0.951186035145695	0.00298023703120829	0.0447038971007691	0.000139074598766379	0.000990756123561259	0.000990756123561259
1_78487141	1	78487141	229	0.972706290407121	0.00304766386390073	0.0238173809483283	7.42697458439344e-05	0.000354395034805777	0.000354395034805777
1_78487184	1	78487184	229	0.976119760270791	0.00305835887929913	0.0204918037195736	6.39383701632264e-05	0.000266138760173326	0.000266138760173326
1_78487210	1	78487210	229	0.97813624533474	0.00306467688990736	0.0185092610477115	5.77607900004741e-05	0.000232055937640951	0.000232055937640951
1_78487589	1	78487589	230	0.972898239816658	0.00306540057680503	0.023701245501643	7.44170118988782e-05	0.000260697092995081	0.000260697092995081
1_84415088	1	84415088	240	3.89532924376468e-16	1.06273907502454e-18	0.993842963850312	0.00270799249575534	0.00344904365393126	0.00344904365393126
1_84415108	1	84415108	240	0.000253929301515521	6.92779927258271e-07	0.993589316841666	0.00270730076933699	0.00344876030755392	0.00344876030755392
1_84415134	1	84415134	240	0.964765050700274	0.00263211003084891	0.032227134305416	8.76352681258574e-05	0.00028806969533535	0.00028806969533535
1_84415166	1	84415166	240	0.764782710324135	0.00208651032891671	0.230046043436224	0.000625161106569079	0.00245957480415491	0.00245957480415491
1_84415213	1	84415213	240	0.974491090910665	0.00265864499703537	0.0225016683932528	6.11024452039467e-05	0.000287493253843272	0.000287493253843272
1_84415259	1	84415259	240	0.979448978672998	0.00267217130180935	0.0176177376861429	4.78521460433649e-05	0.000213260193006	0.000213260193006
1_98459881	1	98459881	203	0.971000651470766	0.00965871104282233	0.0172410289876133	0.000169569451524689	0.00193003904727365	0.00193003904727365
1_98459915	1	98459915	203	0.958727659711617	0.00953662947588105	0.0299052256111767	0.000295937892499791	0.00153454730882567	0.00153454730882567
1_9987436	1	9987436	110	1.01426097667335e-09	6.39486478125469e-13	0.996326013443187	0.000625129717595023	0.00304885582431889	0.00304885582431889
1_9987470	1	9987470	110	0.476560648487055	0.000300469107777105	0.521006608766771	0.000326686476501182	0.0018055871618956	0.0018055871618956
1_9987484	1	9987484	110	0.977121368413534	0.000616070140682491	0.0221480940778126	1.3863658946003e-05	0.000100603709025129	0.000100603709025129
1_9988691	1	9988691	110	0.964515350319119	0.000649778809290362	0.0346731374465847	2.32202337244088e-05	0.000138513191281749	0.000138513191281749
10_101992194	10	101992194	195	0.980681355620606	0.0033698748260719	0.0156963494479156	5.37380350524923e-05	0.000198682070354295	0.000198682070354295
10_101992425	10	101992425	195	0.984040183288787	0.00338141662682017	0.0123606325379491	4.22988622340114e-05	0.000175468684210202	0.000175468684210202
10_102121601	10	102121601	197	0.984653748551317	0.00191019939512601	0.0132856512326678	2.56490219624945e-05	0.0001247517989269	0.0001247517989269
10_103547608	10	103547608	91	0.981529493104725	0.0096267244114067	0.00809230840921653	7.86956189841479e-05	0.000672778455667499	0.000672778455667499
10_103547622	10	103547622	91	0.976160972122626	0.00957407059676884	0.0133792328299897	0.000130466664933061	0.00075525778568252	0.00075525778568252
10_103547628	10	103547628	91	0.977608133200549	0.00958826418032792	0.0113822075565519	0.000110324265797911	0.00131107079677361	0.00131107079677361
10_103571257	10	103571257	90	0.976716082544271	0.012936269114006	0.00903100948560492	0.000118414394973358	0.00119822446114484	0.00119822446114484
10_103571335	10	103571335	90	0.979016095332351	0.0129667319935716	0.0070620131837098	9.26714515202853e-05	0.000862488038847045	0.000862488038847045
10_103571427	10	103571427	90	0.979347844485226	0.0129711258971804	0.00681424726845064	8.9475057801728e-05	0.000777307291341047	0.000777307291341047
10_11079282	10	11079282	301	0.642210389998908	0.297091646832478	0.0174147112887834	0.00802092196181482	0.0352623299180159	0.0352623299180159
10_11281994	10	11281994	270	0.956805424929076	0.0115935831213985	0.0302898878161032	0.000366076650053483	0.000945027483368961	0.000945027483368961
10_114583584	10	114583584	185	0.980465416384381	0.00220559382868169	0.0170726023864309	3.81872610157913e-05	0.000218200139491148	0.000218200139491148
10_119246269	10	119246269	293	0.952778205985074	0.00524779527972941	0.0409816285894942	0.000224954789157168	0.000767415356545523	0.000767415356545523
10_126451032	10	126451032	132	0.951735553241144	0.00120888124269806	0.0464625204261637	5.8481482646662e-05	0.000534563607347786	0.000534563607347786
10_14182596	10	14182596	351	2.90323220949995e-16	8.09571236009437e-19	0.992457489862529	0.00276270477311935	0.00477980536434825	0.00477980536434825
10_14182600	10	14182600	351	0.000486595500486166	1.35687982337818e-06	0.990591683837379	0.00275611750038903	0.00616424628192208	0.00616424628192208
10_14228483	10	14228483	341	0.973436112123097	0.00286326193820719	0.0234220085641551	6.86834889111069e-05	0.000209933885629772	0.000209933885629772
10_14295750	10	14295750	318	0.950801562516165	0.00271572503283982	0.0460388740173389	0.000131185787808725	0.000312652645847307	0.000312652645847307
10_15117710	10	15117710	381	1.27081306988216e-09	2.81422009287727e-12	0.991392536642569	0.00218902388346762	0.00641843820033749	0.00641843820033749
10_15117728	10	15117728	381	0.897358870168197	0.00198720443061162	0.0999775407606023	0.000220945182484692	0.000455439458104782	0.000455439458104782
10_15117729	10	15117729	381	0.952049827849785	0.00210831775219597	0.0454916127052023	0.000100491589095948	0.000249750103721159	0.000249750103721159
10_15117743	10	15117743	381	0.965118981744477	0.00213725944028449	0.0324619133160335	7.16768546102828e-05	0.000210168644595295	0.000210168644595295
10_15117801	10	15117801	381	0.957010381950214	0.00211555552173581	0.0405326022978963	8.93487666658534e-05	0.000252111463488351	0.000252111463488351
10_15117829	10	15117829	380	0.967711097037854	0.00213212527132476	0.0299021775045576	6.56935540735512e-05	0.000188906632189736	0.000188906632189736
10_15117861	10	15117861	380	0.962071169435018	0.00211969900876845	0.0354658423250917	7.78752820930146e-05	0.000265413949028584	0.000265413949028584
10_15117886	10	15117886	380	0.927937068740298	0.00204449249421268	0.069537030558974	0.000152880069554537	0.000328528136960418	0.000328528136960418
10_15117887	10	15117887	380	0.952174924661531	0.00209789494592639	0.0454012607409069	9.98049541535403e-05	0.000226114697482442	0.000226114697482442
10_15117910	10	15117910	380	0.880478880801032	0.00193992946693489	0.116868722230469	0.00025703748999084	0.000455430011573834	0.000455430011573834
10_15117929	10	15117929	380	0.00011001953110226	2.42402327843981e-07	0.995205321547806	0.00219020816193123	0.00249420835683283	0.00249420835683283
10_15117967	10	15117967	380	4.49388524041684e-06	9.90122601348169e-09	0.992947590731555	0.00218286294547578	0.00486504253650383	0.00486504253650383
10_15118691	10	15118691	378	0.964352903496613	0.00212773999823612	0.0332408192019555	7.31368587364764e-05	0.000205400444458878	0.000205400444458878
10_15118699	10	15118699	378	0.971692672709116	0.00214393440225008	0.0259277168092101	5.70280445751545e-05	0.000178648034849114	0.000178648034849114
10_15118730	10	15118730	378	0.975717181016362	0.00215281404295787	0.0219267853783423	4.82240762345032e-05	0.000154995486103217	0.000154995486103217
10_15118748	10	15118748	378	0.959847472626987	0.00211779925409999	0.0376940918544913	8.29101958043628e-05	0.000257726068616874	0.000257726068616874
10_15118769	10	15118769	378	0.953990584276994	0.0021048766657381	0.0435705413516316	9.58955676446417e-05	0.000238102137991908	0.000238102137991908
10_15118774	10	15118774	378	0.97191352084757	0.00214442167969387	0.0257210459011526	5.65862703849082e-05	0.000164425301198254	0.000164425301198254
10_15119232	10	15119232	378	0.825718922590509	0.00182185916849104	0.171552936904846	0.000377984636007169	0.000528296700146702	0.000528296700146702
10_15119278	10	15119278	378	0.103923150873222	0.000229295151239682	0.891923004665406	0.0019659727123447	0.00195857659778681	0.00195857659778681
10_15119311	10	15119311	378	0.964126421564103	0.00212724029043731	0.0334969007474951	7.37315694842869e-05	0.000175705828480269	0.000175705828480269
10_15119402	10	15119402	378	0.414455180130699	0.000914450364635981	0.581945475691191	0.00128259722363875	0.00140229658983435	0.00140229658983435
10_15119467	10	15119467	378	0.430399997513761	0.00094963087333513	0.566003991555238	0.00124742741333301	0.00139895264433267	0.00139895264433267
10_15120275	10	15120275	380	0.94321841002589	0.00210270681559068	0.0542954153478344	0.000120777504301443	0.000262690306383325	0.000262690306383325
10_15120276	10	15120276	380	0.565242389778394	0.00126008887529577	0.431491860557414	0.000960875451186376	0.00104478533770948	0.00104478533770948
10_15120278	10	15120278	380	0.970937148700999	0.00216449990626002	0.0266764604027851	5.93069667282588e-05	0.000162584023227566	0.000162584023227566
10_15120279	10	15120279	380	0.960345050473558	0.00214088705382044	0.0372347369726209	8.28104899177654e-05	0.000196515010082723	0.000196515010082723
