edsite	chr	pos	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	PP.H4.abf
1_19543373	1	19543373	266	0.947511847024793	0.00619205836401493	0.0451233779853038	0.00029400582382814	0.000878710802060606	0.000878710802060606
1_19543456	1	19543456	266	0.957919182091645	0.00626007105045275	0.034916232719377	0.000227503091955619	0.000677011046569361	0.000677011046569361
1_19543459	1	19543459	266	0.914788412583285	0.00597820835615585	0.0774259234763978	0.000504681228439617	0.0013027743557213	0.0013027743557213
1_19543465	1	19543465	266	0.951758059035786	0.00621980766623275	0.0410566472755487	0.00026761027993835	0.000697875742493863	0.000697875742493863
1_19585553	1	19585553	336	6.76117793093636e-18	4.75734820048406e-20	0.976051696219819	0.00685066686806327	0.0170976369121151	0.0170976369121151
1_193065034	1	193065034	64	0.928489605050123	0.00107767177480438	0.069427886965198	7.96578176475232e-05	0.000925178392226737	0.000925178392226737
1_202554194	1	202554194	193	8.72598331732025e-48	2.40707251869934e-50	0.987845203527595	0.00271554308461478	0.00943925338779047	0.00943925338779047
1_202554199	1	202554199	193	1.19057988021921e-05	3.28422827179105e-08	0.989353761629133	0.00272123064376335	0.0079130690860184	0.0079130690860184
1_202554218	1	202554218	193	2.52091681085558e-27	6.95397797207933e-30	0.988091589616713	0.00271647005653201	0.00919194032675709	0.00919194032675709
1_202554237	1	202554237	193	0.522713695393147	0.00144191173140475	0.470437805915927	0.00129359509810224	0.00411299186141896	0.00411299186141896
1_202554242	1	202554242	193	0.00526711309974216	1.45293919713385e-05	0.983276197804415	0.00270364016370609	0.00873851954016462	0.00873851954016462
1_202554257	1	202554257	193	0.950351702448585	0.00262155608471371	0.0463197595469807	0.000127193800511188	0.000579788119209271	0.000579788119209271
1_202554273	1	202554273	193	0.959227815925091	0.00264604094566886	0.0376082493712205	0.000103328222234817	0.000414565535785004	0.000414565535785004
1_202554345	1	202554345	193	0.938463791294484	0.00258876314527848	0.0581973270645081	0.000159947824353987	0.000590170671375399	0.000590170671375399
1_204520274	1	204520274	230	0.956181631722335	0.00411167279970496	0.0388813906889693	0.000166534942317168	0.000658769846673913	0.000658769846673913
1_204520442	1	204520442	221	5.41528297793082e-22	2.22170134500001e-24	0.9892880297519	0.00405204310878589	0.00665992713931187	0.00665992713931187
1_204525548	1	204525548	231	3.44485891841831e-21	1.49287628456733e-23	0.989060778253191	0.00427956923179542	0.00665965251501527	0.00665965251501527
1_204525579	1	204525579	231	0.931138429071207	0.00403521453658813	0.0638357771777785	0.000275926336237807	0.000714652878187961	0.000714652878187961
1_204525593	1	204525593	231	3.16316788885652e-09	1.37080166044855e-11	0.989049895330262	0.0042795111313279	0.00667059036153341	0.00667059036153341
1_20978457	1	20978457	418	0.881243481628473	0.0616572147784774	0.0495456265980481	0.00346242555597607	0.00409125143902564	0.00409125143902564
1_21101899	1	21101899	214	0.978519099811876	0.00420144935263261	0.0168611439242428	7.2050124887512e-05	0.000346256786360991	0.000346256786360991
1_21101903	1	21101903	214	0.491230603587908	0.00210918775303878	0.499404372034858	0.00213916664139164	0.00511666998280428	0.00511666998280428
1_21101917	1	21101917	214	0.979974177945779	0.00420769699469181	0.0154007333222347	6.57742261839283e-05	0.000351617511110689	0.000351617511110689
1_21110560	1	21110560	192	1.25992074002975e-43	5.12515086941169e-46	0.98542463028879	0.0039979683270917	0.0105774013841159	0.0105774013841159
1_21219204	1	21219204	149	0.979713500596596	0.00237272684102438	0.0174935122341804	4.19885282865944e-05	0.000378271799913033	0.000378271799913033
1_212989565	1	212989565	461	4.38504996445003e-08	3.54736764052065e-10	0.984808789899342	0.0079595620740412	0.00723160382138009	0.00723160382138009
1_223393499	1	223393499	268	0.000442873447346449	3.28221929380276e-05	0.918773398858158	0.068079371337983	0.0126715341635745	0.0126715341635745
1_223393500	1	223393500	268	0.000419661004692619	3.11018746938161e-05	0.91866161122561	0.0680709413937261	0.0128166845012773	0.0128166845012773
1_224380498	1	224380498	230	2.11428529486216e-08	1.17308483538925e-10	0.987214791264031	0.00547012312110693	0.00731506435469917	0.00731506435469917
1_225679925	1	225679925	238	0.957116897395886	0.00463764969600809	0.0374550318152797	0.000180876455018782	0.000609544637807662	0.000609544637807662
1_225974581	1	225974581	349	0.289108684440052	0.00207737657256956	0.686049945286831	0.00491172667908248	0.0178522670214651	0.0178522670214651
1_225974614	1	225974614	349	2.50575208343229e-08	1.80049612998359e-10	0.944322138806983	0.00673643999760307	0.0489413959578443	0.0489413959578443
1_225974645	1	225974645	349	0.955880874873498	0.00686843613665728	0.0364110468652316	0.000261051238349283	0.000578590886264006	0.000578590886264006
1_225974672	1	225974672	346	2.11399421123565e-18	1.50465093613722e-20	0.936588977285555	0.00660943938345387	0.0568015833309911	0.0568015833309911
1_225974674	1	225974674	349	0.444884564003687	0.00319669667671542	0.526487140107282	0.00376137784838301	0.0216702213639322	0.0216702213639322
1_234508908	1	234508908	343	0.816512093854727	0.00500653291574907	0.170112314267762	0.001035728869679	0.00733333009208318	0.00733333009208318
1_235291294	1	235291294	162	0.0857299207987702	0.000230997901601552	0.905161120125842	0.00243249670895871	0.00644546446482727	0.00644546446482727
1_235291328	1	235291328	162	0.973623973090636	0.00262341423667954	0.0232843736710136	6.23334672305901e-05	0.000405905534440113	0.000405905534440113
1_235291377	1	235291377	162	0.955651473186571	0.00257498762289416	0.0410612151797369	0.000110036500620665	0.000602287510177553	0.000602287510177553
1_28835847	1	28835847	104	0.982106092819824	0.00195877221613729	0.0154780592712722	3.04437523102356e-05	0.000426631940456733	0.000426631940456733
1_28835934	1	28835934	104	0.990545203902496	0.0019756036933458	0.00732799804156344	1.44786900037039e-05	0.000136715672591295	0.000136715672591295
1_28835937	1	28835937	104	0.992337646820099	0.00197917865068664	0.00555179379711308	1.09524074096688e-05	0.000120428324691634	0.000120428324691634
1_31343383	1	31343383	314	0.904276540364931	0.0094322487291223	0.0838830985209687	0.000873425808472883	0.00153468657650496	0.00153468657650496
1_33148621	1	33148621	225	0.970280867753155	0.0127165776311125	0.015803812173548	0.000206133400603259	0.000992609041580788	0.000992609041580788
1_33149260	1	33149260	225	0.961648681539642	0.0126034435173125	0.0238115655702811	0.000310450398691392	0.00162585897407327	0.00162585897407327
1_33150642	1	33150642	224	3.13443584104552e-07	4.0997220054061e-09	0.971822864753942	0.0126955895547191	0.0154812281480324	0.0154812281480324
1_36067677	1	36067677	75	0.968640864050777	0.0172853261162455	0.00829044200094912	0.000142301270947728	0.00564106656108072	0.00564106656108072
1_36067752	1	36067752	75	0.794417221336672	0.0141763178209732	0.158989511127077	0.002807546916832	0.0296094027984461	0.0296094027984461
1_40147856	1	40147856	278	4.17888516152332e-18	1.93411824788469e-20	0.985969910064929	0.00455389973714311	0.00947619019792771	0.00947619019792771
1_42946153	1	42946153	303	0.9557508323287	0.00533881603513925	0.0380753320611153	0.00021206552758938	0.000622954047455988	0.000622954047455988
1_46076633	1	46076633	180	0.881898230641828	0.00380930241486829	0.111439068648881	0.000478979436456962	0.00237441885796575	0.00237441885796575
1_46076642	1	46076642	180	4.10616759806173e-64	1.77363255800693e-66	0.980179165636941	0.00421821794578848	0.0156026164172713	0.0156026164172713
1_46686235	1	46686235	122	0.98193274909818	0.0030862430061694	0.0145635207099465	4.54014807409625e-05	0.000372085704962868	0.000372085704962868
1_53288870	1	53288870	226	0.147466774260295	0.000622715606196642	0.841413297005568	0.00354612854257111	0.00695108458536987	0.00695108458536987
1_53288894	1	53288894	226	0.632214247771782	0.00266968393743023	0.360483974295642	0.00151912142703607	0.00311297256810975	0.00311297256810975
1_53288897	1	53288897	226	0.978608598942912	0.00413242135373717	0.0168364796480368	7.07445214603027e-05	0.000351755533853845	0.000351755533853845
1_53288924	1	53288924	226	0.979181196829894	0.00413483929257178	0.0162892872766299	6.84594021508178e-05	0.000326217198753754	0.000326217198753754
1_53289686	1	53289686	224	0.00184442326291878	7.72880374443635e-06	0.985758781080016	0.00412242087650958	0.00826664597681082	0.00826664597681082
1_53289688	1	53289688	224	0.0415506680969107	0.000174112399050443	0.946486549915776	0.00395829222481596	0.00783037736344717	0.00783037736344717
1_53289759	1	53289759	224	0.0121367218147804	5.08572749504447e-05	0.975393175059136	0.00407891153202578	0.0083403343191073	0.0083403343191073
1_53289873	1	53289873	224	0.0163373758023367	6.84595416973571e-05	0.971483049632089	0.00406281872354573	0.00804829630033172	0.00804829630033172
1_53289892	1	53289892	224	0.00016126814962762	6.75772152606577e-07	0.987468460069134	0.00412961171446222	0.00823998429462324	0.00823998429462324
1_53289940	1	53289940	224	0.976840048951762	0.00409331479375632	0.018616985929434	7.76399261529289e-05	0.000372010398895081	0.000372010398895081
1_53290190	1	53290190	224	0.944287128986752	0.00395690622920604	0.0509359002261271	0.000212832700455552	0.000607231857459062	0.000607231857459062
1_53290266	1	53290266	224	0.856384096141258	0.00358856057717363	0.137145420817418	0.000572379609714899	0.0023095428544348	0.0023095428544348
1_53290298	1	53290298	224	0.954221094733709	0.00399853315573953	0.0410958641448592	0.000171693791038622	0.000512814174653437	0.000512814174653437
1_53291395	1	53291395	223	0.967441525476995	0.00402051379899544	0.0278114606122211	0.000114967919606232	0.000611532192182537	0.000611532192182537
1_53291408	1	53291408	223	0.975469524661162	0.00405387672651951	0.0200485821883174	8.29732755464986e-05	0.000345043148454898	0.000345043148454898
1_53291420	1	53291420	223	0.915524723212293	0.00380475686236608	0.0795327085725779	0.00032971560399616	0.000808095748766855	0.000808095748766855
1_53291425	1	53291425	223	0.961879125194706	0.00399739745914281	0.0329771153422626	0.000136036662815923	0.00101032534107248	0.00101032534107248
1_55102121	1	55102121	422	0.962553686652266	0.00641931856704958	0.0303473322941231	0.000201910121014929	0.000477752365546	0.000477752365546
1_70594673	1	70594673	178	0.970823834184239	0.00620304639828239	0.0223369480660438	0.000142227238011364	0.000493944113423514	0.000493944113423514
1_70594890	1	70594890	177	0.790189585851113	0.00503838622855539	0.200906666972582	0.00127842891812149	0.00258693202962795	0.00258693202962795
1_70594892	1	70594892	177	0.606871088100094	0.0038695156042819	0.383536632145287	0.0024422157225284	0.00328054842780815	0.00328054842780815
1_70598419	1	70598419	171	0.978443329818054	0.00502484630498434	0.0152828577958503	7.73142544949683e-05	0.00117165182661675	0.00117165182661675
1_70598428	1	70598428	171	0.910467625335683	0.00467575356032793	0.0831437846093622	0.000425702069900942	0.00128713442472584	0.00128713442472584
1_78484447	1	78484447	163	0.981019107083078	0.0027528844620488	0.0158872206586377	4.42853845061984e-05	0.000296502411729434	0.000296502411729434
1_78484448	1	78484448	163	0.932828898009483	0.00261765562009889	0.0634424691798512	0.000177095053668969	0.000933882136897814	0.000933882136897814
1_78487135	1	78487135	161	0.947530833678325	0.00263036511498115	0.048937468610408	0.000135085173632001	0.00076624742265419	0.00076624742265419
1_78487141	1	78487141	161	0.979639874017154	0.00271950047246067	0.01731101267682	4.77738888814377e-05	0.000281838944684021	0.000281838944684021
1_78487184	1	78487184	161	0.985910927724647	0.00273690904674667	0.0111200227354196	3.06679396507057e-05	0.000201472553535919	0.000201472553535919
1_78487210	1	78487210	161	0.982813135611116	0.0027283095120199	0.0141719030775109	3.90939370453228e-05	0.000247557862307729	0.000247557862307729
1_78487589	1	78487589	162	0.983609936614869	0.00273861229822127	0.0133261800450195	3.68149109672185e-05	0.000288456130923147	0.000288456130923147
1_84415088	1	84415088	147	3.8034931703668e-16	1.18133272657978e-18	0.988030176387433	0.00305982795109895	0.00890999566146659	0.00890999566146659
1_84415108	1	84415108	147	0.000117002020317231	3.63398353791098e-07	0.987888032380585	0.00305936121854622	0.00893524098219741	0.00893524098219741
1_84415134	1	84415134	147	0.977091111100952	0.00303476213757062	0.0189361180459815	5.79339021286202e-05	0.000880074813367282	0.000880074813367282
1_84415166	1	84415166	147	0.792825241761869	0.00246244797242926	0.201970695895824	0.000625187428184778	0.00211642694169314	0.00211642694169314
1_84415213	1	84415213	147	0.985975014113711	0.00306235478700798	0.0105805320412058	3.25126489230514e-05	0.000349586409152356	0.000349586409152356
1_84415259	1	84415259	147	0.98412547408302	0.00305661027250642	0.0123854795237392	3.80738869266499e-05	0.000394362233807859	0.000394362233807859
1_98459881	1	98459881	154	0.988975227171924	0.00204063948976263	0.00881669402978778	1.80428630895056e-05	0.000149396445435872	0.000149396445435872
1_98459915	1	98459915	154	0.969306880164111	0.0020000560610783	0.0283062151835467	5.80779304599537e-05	0.000328770660804015	0.000328770660804015
1_9987436	1	9987436	150	1.18511802252904e-10	6.39465711374589e-13	0.988486334712483	0.00532748612358436	0.00618617904478293	0.00618617904478293
1_9987470	1	9987470	150	0.0512412086120551	0.000276487196160234	0.935102082392369	0.00503727873306713	0.00834294306634838	0.00834294306634838
1_9987484	1	9987484	150	0.523726934897756	0.00282592459673965	0.466604863100406	0.00251337655160943	0.00432890085348887	0.00432890085348887
1_9988691	1	9988691	151	0.934960488905871	0.00501160916025489	0.0590785626180608	0.000316041758880853	0.000633297556932103	0.000633297556932103
10_101992194	10	101992194	265	0.96845898507547	0.00887680649080917	0.0218856462358886	0.000200023293032512	0.000578538904799958	0.000578538904799958
10_101992425	10	101992425	265	0.975669646926863	0.00894289875791791	0.0147780738154871	0.000134980072698383	0.000474400427033685	0.000474400427033685
10_102121601	10	102121601	240	0.976335475937268	0.00731431673552355	0.0158153789149048	0.000118065760545388	0.000416762651758302	0.000416762651758302
10_103547608	10	103547608	75	0.989813530020922	0.0028083849505417	0.00714971477790403	2.00774992426912e-05	0.000208292751389579	0.000208292751389579
10_103547622	10	103547622	75	0.984056762342484	0.00279205134908896	0.0128151124524483	3.60601368136276e-05	0.000300013719164869	0.000300013719164869
10_103547628	10	103547628	75	0.944307710581781	0.00267927188570791	0.0517910946977372	0.000145870141220497	0.00107605269355343	0.00107605269355343
10_103571257	10	103571257	73	0.987435121233633	0.00278334312934338	0.00931582162462091	2.58191753088847e-05	0.000439894837094232	0.000439894837094232
10_103571335	10	103571335	73	0.991330787239629	0.00279432407885474	0.00561443804210609	1.55808865054879e-05	0.000244869752905043	0.000244869752905043
10_103571427	10	103571427	73	0.988758523685812	0.00278707348391901	0.00823938125118088	2.30328538009377e-05	0.000191988725287289	0.000191988725287289
10_11079282	10	11079282	190	0.979821396473203	0.00492160085894789	0.0147759129656885	7.38114990203686e-05	0.000407278203140008	0.000407278203140008
10_11281994	10	11281994	282	0.91677597699974	0.0121229064575077	0.0691110205122402	0.000912806208297658	0.00107728982221387	0.00107728982221387
10_114583584	10	114583584	163	0.964385635765162	0.0201610107472243	0.0141630661519134	0.000295091471453044	0.000995195864247409	0.000995195864247409
10_119246269	10	119246269	353	0.945189639437875	0.00892379106057049	0.0444142614567105	0.000418273021486645	0.0010540350233569	0.0010540350233569
10_126451032	10	126451032	188	0.876550916138812	0.00244683333655303	0.11976734101352	0.000333421044573613	0.000901488466542115	0.000901488466542115
10_14182596	10	14182596	394	3.79159482750914e-17	4.31954675716813e-19	0.977304316772414	0.0111222947708	0.0115733884567836	0.0115733884567836
10_14182600	10	14182600	394	0.000402523186058046	4.58571604330479e-06	0.972790794995558	0.0110667128082669	0.0157353832940741	0.0157353832940741
10_14228483	10	14228483	373	0.966758202500931	0.00982741583804305	0.0224951173253536	0.000227978998203885	0.000691285337468161	0.000691285337468161
10_14295750	10	14295750	366	0.956812410369451	0.00746275151913695	0.0348418367369084	0.000271140435770593	0.000611860938733337	0.000611860938733337
10_15117710	10	15117710	448	0.301856355628533	0.00365980192121816	0.678540162251487	0.00821911095409835	0.00772456924466345	0.00772456924466345
10_15117728	10	15117728	447	0.893967316743019	0.0108327054431356	0.0916314082145047	0.00110788869757868	0.00246068090176205	0.00246068090176205
10_15117729	10	15117729	447	0.933329267182401	0.0113096763645453	0.0534749012636392	0.000646746085601115	0.00123940910381296	0.00123940910381296
10_15117743	10	15117743	447	0.955362386087133	0.0115766640749665	0.0316972558298917	0.000383112919120845	0.000980581088887987	0.000980581088887987
10_15117801	10	15117801	446	0.949551845580096	0.0114703982728791	0.0374440389494572	0.000451234093072643	0.0010824831044951	0.0010824831044951
10_15117829	10	15117829	446	0.954835391617603	0.0115342224628118	0.0323772452328931	0.000390247818493832	0.000862892868198382	0.000862892868198382
10_15117861	10	15117861	445	0.955228102029949	0.0115325314041801	0.0319129750784809	0.00038434539102078	0.000942046096369751	0.000942046096369751
10_15117886	10	15117886	445	0.916950300480967	0.0110704010004488	0.0698008766903667	0.000841373505062258	0.00133704832315508	0.00133704832315508
10_15117887	10	15117887	445	0.933934593336646	0.0112754534798719	0.052331130326332	0.000629968307428813	0.00182885454972114	0.00182885454972114
10_15117910	10	15117910	445	0.886264387181605	0.0106999279605133	0.0997946241762536	0.00120278875822286	0.002038271923405	0.002038271923405
10_15117929	10	15117929	445	6.33909843398167e-05	7.65323503451433e-07	0.967365553173143	0.0116581555113308	0.0209121350076825	0.0209121350076825
10_15117967	10	15117967	445	9.92070075340486e-09	1.19773269596006e-10	0.965086490982218	0.0116282671474922	0.0232852318298174	0.0232852318298174
10_15118691	10	15118691	442	0.953648166669669	0.0114915346528569	0.0334883948630123	0.000402568429890829	0.000969335384571402	0.000969335384571402
10_15118699	10	15118699	442	0.956776390281137	0.011529229990917	0.0305457337096251	0.000367297120383788	0.000781348897936885	0.000781348897936885
10_15118730	10	15118730	441	0.960629065459864	0.011566879715904	0.0267049436273579	0.000320774364271413	0.000778336832603026	0.000778336832603026
10_15118748	10	15118748	441	0.95127229884856	0.0114542154235	0.0358137189797648	0.000430201379553725	0.00102956536862179	0.00102956536862179
10_15118769	10	15118769	441	0.9366819011712	0.0112785332783211	0.0502107085321475	0.000603358775671264	0.00122549824266011	0.00122549824266011
10_15118774	10	15118774	441	0.950137996393348	0.0114405573524165	0.0369541161776927	0.000443939011389628	0.00102339106515345	0.00102339106515345
10_15119232	10	15119232	437	0.80646667711951	0.00969008173957521	0.178756160475365	0.002144898336818	0.00294218232873227	0.00294218232873227
10_15119278	10	15119278	437	0.121437085046516	0.00145912449168946	0.849453180235107	0.0101891235886688	0.0174614866380181	0.0174614866380181
10_15119311	10	15119311	437	0.948440363770338	0.0113959632937011	0.0387637120304571	0.000464829355392008	0.000935131550112049	0.000935131550112049
10_15119402	10	15119402	437	0.407080086204426	0.0048912613773001	0.569459152777354	0.00683058438751597	0.0117389152534043	0.0117389152534043
10_15119467	10	15119467	437	0.494225918443003	0.0059383601125774	0.48311163733231	0.00579388652690839	0.0109301975852005	0.0109301975852005
10_15120275	10	15120275	435	0.911541400069329	0.0109279953943799	0.0745968478392452	0.000892261286185813	0.00204149541085975	0.00204149541085975
10_15120276	10	15120276	435	0.558753660431732	0.00669860680746531	0.422424772025867	0.00505716492681133	0.00706579580812379	0.00706579580812379
10_15120278	10	15120278	435	0.955648727561604	0.0114567751861231	0.0316393130518185	0.000378430502434634	0.000876753698019843	0.000876753698019843
10_15120279	10	15120279	435	0.950584379082562	0.0113960613481665	0.0365671343605124	0.00043736928498159	0.00101505592377786	0.00101505592377786
10_15120318	10	15120318	435	0.945312877928103	0.0113328640646059	0.0417245987350285	0.000499083921515835	0.00113057535074706	0.00113057535074706
10_15150277	10	15150277	395	0.948605960873375	0.00964058001117453	0.0404274607614046	0.000409943866485427	0.000916054487560426	0.000916054487560426
