edsite	chr	pos	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	PP.H4.abf
1_150593172	1	150593172	337	0.970399401342537	0.00589940789513447	0.0227950189688958	0.000137810779377824	0.000768361014055243	0.000768361014055243
1_150593196	1	150593196	337	0.00254542808731497	1.54745752460562e-05	0.98757466430534	0.00599995803723808	0.0038644749948616	0.0038644749948616
1_150593225	1	150593225	337	0.942748001541388	0.00573130506441061	0.0506330586585418	0.000307236223789991	0.000580398511870013	0.000580398511870013
1_150593528	1	150593528	337	0.972568152150336	0.00591259251336528	0.0207433916010527	0.000125456150203239	0.000650407585042845	0.000650407585042845
1_150594025	1	150594025	336	0.959286777335802	0.00569652185948807	0.0339402046605798	0.000200670909623502	0.000875825234506216	0.000875825234506216
1_151415103	1	151415103	258	1.5678050106594e-05	1.26837996390592e-07	0.93456479102659	0.00750286587957401	0.0579165382057319	0.0579165382057319
1_151415946	1	151415946	262	0.958307068495051	0.00777430776384535	0.031913934052848	0.000257155643693175	0.00174753404456275	0.00174753404456275
1_151419611	1	151419611	271	0.945953669122833	0.00775409430024388	0.0443870809256433	0.000362303308885722	0.00154285234239393	0.00154285234239393
1_151422878	1	151422878	272	0.64299065299655	0.00526183588935748	0.336040701400683	0.00273697842172664	0.0129698312916823	0.0129698312916823
1_151427461	1	151427461	267	0.962867302108364	0.00783129958074943	0.0281345785732069	0.00022788835655613	0.00093893138112375	0.00093893138112375
1_155306163	1	155306163	167	0.977189687834361	0.00195979230042821	0.0203870237754941	4.04639447862388e-05	0.000423032144930841	0.000423032144930841
1_155851600	1	155851600	238	0.974625477394593	0.00218857977128507	0.0229068624800804	5.12108595458444e-05	0.000227869494495852	0.000227869494495852
1_155851620	1	155851620	238	0.957005283784742	0.00214901257322276	0.0404349732666547	9.04788981411578e-05	0.000320251477238918	0.000320251477238918
1_155851637	1	155851637	238	0.982376913620303	0.00220598608470029	0.0152275599907945	3.40388948329417e-05	0.000155501409369663	0.000155501409369663
1_156381410	1	156381410	292	0.906417280381414	0.0202238038512926	0.0694640614846083	0.00154752112653131	0.00234733315615403	0.00234733315615403
1_156381419	1	156381419	292	0.958464485741088	0.0213850708471723	0.0186005439567836	0.000413875649792944	0.00113602380516348	0.00113602380516348
1_160112340	1	160112340	436	0.424137255240991	0.00780908642779508	0.549329583674037	0.0101054709822962	0.00861860367488072	0.00861860367488072
1_160112341	1	160112341	436	0.5120535399321	0.00942777438099887	0.462799407805011	0.00851371668655265	0.00720556119533714	0.00720556119533714
1_160112448	1	160112448	435	0.196544700216338	0.00360346283578016	0.771655879287922	0.0141335247570067	0.0140624329029532	0.0140624329029532
1_160112452	1	160112452	435	0.435905129748919	0.00799191193274205	0.539977079941841	0.00989374144465941	0.00623213693183924	0.00623213693183924
1_160112527	1	160112527	434	0.814698992331911	0.0149334608824471	0.164885470264597	0.00301989422596853	0.00246218229507618	0.00246218229507618
1_160302244	1	160302244	324	0.87225023716458	0.101912925942423	0.0196865781631012	0.00229630797171692	0.00385395075817919	0.00385395075817919
1_161336785	1	161336785	599	5.89562749270924e-05	4.81715257152468e-07	0.979815952248563	0.00799367156515388	0.0121309381960986	0.0121309381960986
1_1595180	1	1595180	44	0.990761093982784	0.000531262664755273	0.00863637423168528	4.5642634113886e-06	6.67048573640023e-05	6.67048573640023e-05
1_166883151	1	166883151	376	0.964818072697678	0.00856359065559808	0.0257239036868126	0.000227655003601901	0.000666777956309731	0.000666777956309731
1_166883269	1	166883269	377	0.218932683307289	0.00194498700598242	0.767512760245758	0.00681374914545744	0.00479582029551307	0.00479582029551307
1_167988904	1	167988904	221	0.835323238077103	0.00391783672355482	0.155727115577333	0.000726086278759565	0.00430572334324952	0.00430572334324952
1_1660850	1	1660850	78	0.000727925204957209	3.67523410195427e-07	0.994704988121233	0.000498149744898107	0.00406856940550111	0.00406856940550111
1_1661090	1	1661090	79	0.00126291483585166	6.51064961309984e-07	0.993840823451666	0.000507962764750153	0.00438764788277037	0.00438764788277037
1_1661099	1	1661099	79	0.992846123712833	0.000511837619427401	0.00659726723945609	3.35964854362787e-06	4.14117797402872e-05	4.14117797402872e-05
1_1661104	1	1661104	79	0.982223060128812	0.000506361157923439	0.0171635567115121	8.74998129726453e-06	9.82720204555001e-05	9.82720204555001e-05
1_179042482	1	179042482	490	0.0298326183693202	0.000224449034273389	0.951472235558339	0.0071471840563248	0.0113235129817422	0.0113235129817422
1_19542679	1	19542679	516	0.920798991353839	0.00933749314454187	0.0682047535581378	0.000690671914743541	0.000968090028737736	0.000968090028737736
1_19542685	1	19542685	516	7.01085243045403e-06	7.10945462814946e-08	0.985957208244405	0.00999419779889325	0.0040415120097248	0.0040415120097248
1_19543349	1	19543349	519	0.888947219554956	0.00902959092722514	0.0995408651840508	0.00100962590605865	0.00147269842770919	0.00147269842770919
1_19543373	1	19543373	519	0.879236515533672	0.00893095325448293	0.108979407335847	0.00110522385948434	0.00174790001651324	0.00174790001651324
1_19543456	1	19543456	519	0.929221634537699	0.00943868326041174	0.0598123268292728	0.000606630355399249	0.000920725017216852	0.000920725017216852
1_19543459	1	19543459	519	0.858345536259892	0.00871875055812283	0.129972140782228	0.00131856302703554	0.00164500937272182	0.00164500937272182
1_19543465	1	19543465	519	0.911093192985362	0.00925454138138357	0.0779402437334636	0.000790766374741385	0.00092125552504977	0.00092125552504977
1_19585553	1	19585553	626	1.81221016026551e-19	1.82046917431054e-21	0.984333493223972	0.00988241110898352	0.00578409566704173	0.00578409566704173
1_193065034	1	193065034	209	0.860746864881314	0.00373470745950767	0.133923074733975	0.000580065546738945	0.00101528737846466	0.00101528737846466
1_202554194	1	202554194	284	3.58886900028944e-48	8.80262574117326e-51	0.991272580290671	0.002425048991252	0.00630237071807493	0.00630237071807493
1_202554199	1	202554199	284	8.72637322660831e-06	2.14036783135389e-08	0.979568920211743	0.00238460739606584	0.0180377246152867	0.0180377246152867
1_202554218	1	202554218	284	8.01584732789276e-28	1.96609305104568e-30	0.99192483332047	0.00242730331718829	0.00564786336233923	0.00564786336233923
1_202554237	1	202554237	284	0.42582344183575	0.00104444168622373	0.567232836112194	0.00138677214552359	0.00451250822030832	0.00451250822030832
1_202554242	1	202554242	284	0.00382418880867463	9.37980819128004e-06	0.987690802596345	0.00241650700770445	0.00605912177908556	0.00605912177908556
1_202554257	1	202554257	284	0.919720432418935	0.00225585128697675	0.0773013607048541	0.000189068213128199	0.000533287376106434	0.000533287376106434
1_202554273	1	202554273	284	0.946295566723025	0.00232103364979954	0.0506412074209698	0.000123592006532412	0.000618600199672978	0.000618600199672978
1_202554345	1	202554345	284	0.915121922865221	0.00224457225768778	0.0819144754735302	0.000200397721162983	0.000518631682397727	0.000518631682397727
1_204520274	1	204520274	390	0.94598992080206	0.00505586148089563	0.0480637074039308	0.000256243149338231	0.000634267163775923	0.000634267163775923
1_204520442	1	204520442	379	1.39377119020194e-22	7.37437787643747e-25	0.981082024898897	0.00517711803731226	0.0137408570637933	0.0137408570637933
1_204525548	1	204525548	403	1.0188863941339e-21	5.50034858161341e-24	0.979792524719887	0.00527437142965401	0.0149331038504571	0.0149331038504571
1_204525579	1	204525579	403	0.941234393823712	0.00508115261214652	0.0526267448835532	0.000283325437150416	0.000774383243438416	0.000774383243438416
1_204525593	1	204525593	403	1.51149317173077e-09	8.15963327326081e-12	0.981086411612594	0.00528265851433824	0.0136309283534151	0.0136309283534151
1_20978457	1	20978457	714	0.903814650295777	0.0188646047514936	0.0740995623529055	0.00154494502552291	0.00167623757430061	0.00167623757430061
1_21101899	1	21101899	416	0.936393466698762	0.0249413022263972	0.0359858061823923	0.000956777063857605	0.00172264782859042	0.00172264782859042
1_21101903	1	21101903	416	0.763587886003065	0.0203385402808934	0.206948923125692	0.00550857064568722	0.00361607994466227	0.00361607994466227
1_21101917	1	21101917	416	0.923301777863163	0.0245925986316853	0.0488903360778011	0.00130030325146121	0.00191498417588975	0.00191498417588975
1_21110560	1	21110560	385	1.02026800394858e-46	2.73355200918985e-48	0.870243155403366	0.0232094334559464	0.106547411140694	0.106547411140694
1_21219204	1	21219204	326	0.85011640097505	0.0325638951128164	0.110076664622319	0.00421348121270506	0.00302955807710953	0.00302955807710953
1_212989565	1	212989565	854	2.97272715958409e-08	4.5462805711835e-10	0.981040457253669	0.0149993850532868	0.00396012751114624	0.00396012751114624
1_223393499	1	223393499	363	0.523979769227727	0.00185334819349595	0.469561571185794	0.00165792033858133	0.00294739105440193	0.00294739105440193
1_223393500	1	223393500	363	0.0741714630799774	0.000262348959218087	0.918167891777486	0.00324346063261868	0.00415483555069915	0.00415483555069915
1_224380498	1	224380498	391	3.91684803304257e-08	1.05942210419811e-09	0.960863966700488	0.0259761181584044	0.013159874913204	0.013159874913204
1_225679925	1	225679925	498	0.919361864897039	0.0108066420870374	0.0680008750779535	0.000798284177649561	0.00103233376032015	0.00103233376032015
1_225974581	1	225974581	639	0.257547686543573	0.00290569721778297	0.725039438742323	0.00817368593789221	0.00633349155842847	0.00633349155842847
1_225974614	1	225974614	638	1.34473058656196e-08	1.51523865954748e-10	0.975404381955718	0.0109772108699278	0.013618393575525	0.013618393575525
1_225974645	1	225974645	638	0.886061016043342	0.0099841107181132	0.101192352330895	0.00113860868034231	0.00162391222730732	0.00162391222730732
1_225974672	1	225974672	633	2.10926486218113e-19	2.36494881819851e-21	0.968014159664206	0.0108324097417901	0.0211534305940026	0.0211534305940026
1_225974674	1	225974674	638	0.24647473756121	0.00277727044128149	0.733984171973858	0.00826201128871881	0.00850180873493171	0.00850180873493171
1_234508908	1	234508908	719	0.31293578601902	0.00232726397929557	0.674887494633722	0.0050142179565964	0.00483523741136558	0.00483523741136558
1_235291294	1	235291294	223	0.72343946823694	0.00132225654836593	0.273493524979789	0.000498627910290048	0.00124612232461542	0.00124612232461542
1_235291328	1	235291328	223	0.967426927748866	0.0017682012752206	0.0305124335805464	5.55317756312076e-05	0.000236905619736098	0.000236905619736098
1_235291377	1	235291377	223	0.933828375735547	0.00170679198340592	0.0637319417393301	0.00011586815848515	0.000617022383231543	0.000617022383231543
1_28835847	1	28835847	377	0.936815001942146	0.0110042708644482	0.0506384677665294	0.000593874941687305	0.00094838448518869	0.00094838448518869
1_28835934	1	28835934	377	0.96504143631798	0.0113358318757101	0.0226038380610028	0.000264761210498478	0.000754132534808833	0.000754132534808833
1_28835937	1	28835937	377	0.96149438369632	0.011294166522638	0.025902156934853	0.000303252912253693	0.00100603993393574	0.00100603993393574
1_31343383	1	31343383	462	0.875288975560441	0.00555381097773797	0.11734586526699	0.000743505404341611	0.00106784279049019	0.00106784279049019
1_33148621	1	33148621	351	0.943049239904889	0.0133232506475901	0.0419567259491982	0.000591678889904988	0.00107910460841781	0.00107910460841781
1_33149260	1	33149260	350	0.944994908850843	0.0133374147972386	0.0367039481214327	0.000513579923820573	0.00445014830666454	0.00445014830666454
1_33150642	1	33150642	349	6.4591056250779e-05	9.10692444447701e-07	0.96253059594064	0.0135472070425587	0.0238566952681059	0.0238566952681059
1_36067677	1	36067677	113	0.980126242469514	0.002018369817856	0.0174319128941009	3.55094990360153e-05	0.000387965319493541	0.000387965319493541
1_36067752	1	36067752	113	0.922708740980667	0.00190013020034531	0.0741308551046506	0.000151548630705653	0.00110872508363162	0.00110872508363162
1_40147856	1	40147856	511	1.30946086557608e-18	5.06991779880637e-20	0.957436341309041	0.037064134824398	0.00549952386655991	0.00549952386655991
1_42946153	1	42946153	568	0.933908724727655	0.00453117998661761	0.0608029263375138	0.000294543723526012	0.000462625224687806	0.000462625224687806
1_46076633	1	46076633	342	0.809637673364133	0.00339185902025295	0.185030408584136	0.000773991859669042	0.00116606717180831	0.00116606717180831
1_46076642	1	46076642	342	9.81777888533829e-40	4.11301536065094e-42	0.984457629760781	0.00411281218787244	0.0114295580513457	0.0114295580513457
1_46686235	1	46686235	223	0.950739426978989	0.00895829558413177	0.0386090370849954	0.000362460977453319	0.00133077937443054	0.00133077937443054
1_53288870	1	53288870	384	0.481553012527557	0.00444376487146552	0.492657348217237	0.00452941907998289	0.0168164553037577	0.0168164553037577
1_53288894	1	53288894	384	0.868141202980899	0.0080111956127729	0.115061720430451	0.0010540562193375	0.00773182475653906	0.00773182475653906
1_53288897	1	53288897	384	0.962547290259935	0.00888237374558353	0.027485257399582	0.000252801316818605	0.000832277278080539	0.000832277278080539
1_53288924	1	53288924	384	0.963901707307962	0.00889487228830418	0.0262336623494718	0.000241355488856204	0.000728402565405789	0.000728402565405789
1_53289686	1	53289686	382	0.111786469319164	0.00102592140896695	0.830053655283932	0.00756825979697581	0.0495656941909619	0.0495656941909619
1_53289688	1	53289688	382	0.481739400010825	0.00442116802707957	0.473116070757012	0.00430560958739884	0.0364177516176848	0.0364177516176848
1_53289759	1	53289759	382	0.310939974403706	0.00285365463805476	0.633040121421711	0.00576232794718731	0.0474039215893407	0.0474039215893407
1_53289873	1	53289873	381	0.352068080519288	0.00322844856112543	0.593089887245918	0.00539238655815991	0.046221197115509	0.046221197115509
1_53289892	1	53289892	381	0.0301249271789897	0.000276244235664782	0.891308191653962	0.00810306870829102	0.0701875682230922	0.0701875682230922
1_53289940	1	53289940	381	0.959723791244877	0.00880062426662567	0.0304996523821929	0.000278983500422277	0.000696948605882432	0.000696948605882432
1_53290190	1	53290190	381	0.950933018185802	0.00872001327061635	0.0384385922852386	0.000350922719534328	0.00155745353880905	0.00155745353880905
1_53290266	1	53290266	381	0.634921468121249	0.00582220148205511	0.352970890961943	0.00323367552862335	0.00305176390612901	0.00305176390612901
1_53290298	1	53290298	381	0.950544064883981	0.00871644658622464	0.0387645815778474	0.000353848421784667	0.00162105853016194	0.00162105853016194
1_53291395	1	53291395	379	0.950050247271915	0.00867396279846985	0.0397734243554383	0.000361991159119595	0.00114037441505703	0.00114037441505703
1_53291408	1	53291408	379	0.95563036453688	0.00872490929283306	0.0343349068285639	0.000312480506547304	0.000997338835175213	0.000997338835175213
1_53291420	1	53291420	379	0.918997148344993	0.00839044787318797	0.0694280093171719	0.000631324950852223	0.00255306951379483	0.00255306951379483
1_53291425	1	53291425	379	0.934191109561659	0.00852916880372107	0.0555050951298311	0.000505492620732791	0.00126913388405622	0.00126913388405622
1_55102121	1	55102121	688	0.904828482321476	0.0350438260268724	0.0550640655152981	0.00212968629698118	0.00293393983937277	0.00293393983937277
1_70594673	1	70594673	350	0.939788720019405	0.00461492664373228	0.054733343115349	0.000268178732252118	0.000594831489261054	0.000594831489261054
1_70594890	1	70594890	349	0.739548075041737	0.00358715058470166	0.252988874585534	0.00122446174095931	0.00265143804706844	0.00265143804706844
1_70594892	1	70594892	349	0.513840906428214	0.00249236631145795	0.47709392805802	0.00230986351632913	0.00426293568597839	0.00426293568597839
1_70598419	1	70598419	332	0.958219897823698	0.00452403046717354	0.0366906601712019	0.000172834533862891	0.000392577004064225	0.000392577004064225
1_70598428	1	70598428	332	0.86598005574708	0.004088539765311	0.128007875062469	0.000603041337560191	0.00132048808758043	0.00132048808758043
1_78484447	1	78484447	411	0.946150287616591	0.00701953355420577	0.0454741504104067	0.000336355190821321	0.00101967322797468	0.00101967322797468
1_78484448	1	78484448	411	0.864735504673158	0.00641551344433566	0.126186660276867	0.000934456912185851	0.00172786469345392	0.00172786469345392
1_78487135	1	78487135	413	0.901619080189614	0.00671802317177101	0.0898835667426604	0.000668617665758021	0.00111071223019627	0.00111071223019627
1_78487141	1	78487141	413	0.948992548977647	0.00707100600902225	0.0427561907182608	0.000317716656494639	0.000862537638575376	0.000862537638575376
1_78487184	1	78487184	413	0.957590659806065	0.0071350710993114	0.0343772690608848	0.000255505802568118	0.0006414942311705	0.0006414942311705
1_78487210	1	78487210	413	0.958308334995997	0.00714041854443729	0.0336260864423676	0.000249874900498597	0.0006752851166992	0.0006752851166992
1_78487589	1	78487589	415	0.946762070997261	0.00707667362943766	0.0445071350591877	0.000331350537111402	0.00132276977700251	0.00132276977700251
1_84415088	1	84415088	486	1.07931465167584e-16	1.6487526303209e-17	0.862921116411962	0.13181389063832	0.0052649929497187	0.0052649929497187
1_84415108	1	84415108	486	8.37768436094293e-05	1.27976851835154e-05	0.862371544794327	0.131729401020628	0.00580247965625296	0.00580247965625296
1_84415134	1	84415134	486	0.79568108369005	0.121547620760416	0.050475411601003	0.00768597453549068	0.0246099094130403	0.0246099094130403
1_84415166	1	84415166	486	0.492702850061947	0.0752649024772269	0.365414741754327	0.055809662646247	0.0108078430602527	0.0108078430602527
1_84415213	1	84415213	486	0.81502679610458	0.124502856676038	0.039124378722882	0.00596122478613013	0.0153847437103701	0.0153847437103701
1_84415259	1	84415259	486	0.827314188675848	0.126379869166344	0.0313739912180779	0.00478251695520547	0.0101494339845238	0.0101494339845238
1_98459881	1	98459881	404	0.958781046709451	0.00732268654955712	0.0327651509837652	0.000249361960580547	0.000881753796645927	0.000881753796645927
1_98459915	1	98459915	404	0.928144800102229	0.00708870233415199	0.0634197921681839	0.00048350521811746	0.000863200177317183	0.000863200177317183
1_9987436	1	9987436	254	3.88986178649333e-10	1.95723446176683e-12	0.989686282412183	0.00497439570405744	0.00533932149281685	0.00533932149281685
1_9987470	1	9987470	254	0.142727076133697	0.000718149814489741	0.843937984440439	0.00423800475626793	0.00837878485510635	0.00837878485510635
1_9987484	1	9987484	254	0.923288724333657	0.00464564709137301	0.0707018235522131	0.000354736336064303	0.00100906868669281	0.00100906868669281
1_9988691	1	9988691	254	0.910665271236992	0.00472056543950553	0.0832067595148722	0.000430337232656742	0.000977066575973501	0.000977066575973501
10_101992194	10	101992194	422	0.0660717969256689	0.799924091621162	0.00242515169580604	0.0292587287729287	0.102320230984434	0.102320230984434
10_101992425	10	101992425	422	0.070472209839099	0.853199414320401	0.00188035749338033	0.0227135501131355	0.0517344682339844	0.0517344682339844
10_102121601	10	102121601	389	0.104091830878989	0.822640039353466	0.002850177072493	0.0224770714975909	0.0479408811974613	0.0479408811974613
10_103547608	10	103547608	206	0.960221465820439	0.0200934882689009	0.018354040141611	0.000383126736459669	0.000947879032589183	0.000947879032589183
10_103547622	10	103547622	206	0.950090887366572	0.0198814969038193	0.0280953927515803	0.000586575436040212	0.0013456475419882	0.0013456475419882
10_103547628	10	103547628	206	0.925365401764623	0.019364094124804	0.0520676661930674	0.0010874468370932	0.00211539108041228	0.00211539108041228
10_103571257	10	103571257	210	0.952807981000732	0.0215928117006951	0.0217546130490775	0.000489654430964494	0.00335493981853054	0.00335493981853054
10_103571335	10	103571335	210	0.961452230631819	0.0217887102010223	0.0151697729100428	0.000342535056383231	0.00124675120073314	0.00124675120073314
10_103571427	10	103571427	210	0.959229404769421	0.0217383358745607	0.0176587490722457	0.000399213412709565	0.000974296871063418	0.000974296871063418
10_11079282	10	11079282	560	0.647632081986753	0.246640985375739	0.0649715871295702	0.024727428617727	0.0160279168902106	0.0160279168902106
10_11281994	10	11281994	486	0.884986584063888	0.0576962587164909	0.0498832878013782	0.0032479301158374	0.00418593930240582	0.00418593930240582
10_114583584	10	114583584	312	0.968033530756391	0.0060753607956774	0.0251482801960448	0.00015724456447117	0.00058558368741618	0.00058558368741618
10_119246269	10	119246269	570	0.913207270334209	0.0100967587482235	0.0745858065804477	0.000823361576143013	0.00128680276097649	0.00128680276097649
10_126451032	10	126451032	315	0.83839539331382	0.0022004169429884	0.157739037604379	0.000412742769616048	0.00125240936919643	0.00125240936919643
10_14182596	10	14182596	645	4.91019184404069e-17	3.47595231006817e-18	0.930027294209196	0.0658330134049283	0.00413969238587621	0.00413969238587621
10_14182600	10	14182600	645	0.000213054244787401	1.50822293275036e-05	0.929029437372989	0.0657615333601527	0.00498089279274327	0.00498089279274327
10_14228483	10	14228483	649	0.623172906398193	0.319017625858742	0.0254179513971392	0.0129926792324792	0.0193988371134467	0.0193988371134467
10_14295750	10	14295750	596	0.584718614934908	0.325369884418218	0.0480547577184008	0.0267252022972477	0.0151315406312253	0.0151315406312253
10_15117710	10	15117710	764	1.84216767050958e-10	1.78788760264601e-12	0.980250176001527	0.00950342146415978	0.0102464023483084	0.0102464023483084
10_15117728	10	15117728	763	0.811894409437504	0.00787537421273879	0.177153185830856	0.0017170255574708	0.00136000496143039	0.00136000496143039
10_15117729	10	15117729	763	0.887935243589836	0.00861297015802103	0.101209883111663	0.000980474242966667	0.00126142889751311	0.00126142889751311
10_15117743	10	15117743	763	0.927671806284713	0.00899841473986872	0.0619659837290745	0.000600306434387842	0.000763488811955635	0.000763488811955635
10_15117801	10	15117801	763	0.910139857404688	0.00882934931315146	0.0789968421290583	0.000765086666609868	0.00126886448649273	0.00126886448649273
10_15117829	10	15117829	762	0.93008410868165	0.00899398907796331	0.0596112653896195	0.000575710865135094	0.000734925985631933	0.000734925985631933
10_15117861	10	15117861	761	0.92373880642613	0.00892595483023404	0.0659032830359087	0.00063601797920384	0.000795937728523022	0.000795937728523022
10_15117886	10	15117886	761	0.87342822921842	0.00843981098035461	0.114783760557348	0.00110689761822031	0.002241301625658	0.002241301625658
10_15117887	10	15117887	761	0.897264814827307	0.00867014046848676	0.0921550068669916	0.000889459959425972	0.00102057787778858	0.00102057787778858
10_15117910	10	15117910	761	0.797057082948885	0.00770184761106361	0.190721132732704	0.00184023108701976	0.00267970562032781	0.00267970562032781
10_15117929	10	15117929	761	5.35568764399059e-05	5.17512371057082e-07	0.972663367524316	0.00938080405235586	0.0179017540345178	0.0179017540345178
10_15117967	10	15117967	761	1.03810458299614e-07	1.00310548311077e-09	0.92539124601082	0.00887618965604453	0.0657324595195729	0.0657324595195729
10_15118691	10	15118691	756	0.928794487354574	0.00893901632398609	0.0607996935541043	0.000584273240207764	0.000882529527127742	0.000882529527127742
10_15118699	10	15118699	756	0.940436824192219	0.00905106591133612	0.0494010629118014	0.000474815457520503	0.000636231527122863	0.000636231527122863
10_15118730	10	15118730	755	0.946358410073354	0.00910340120195938	0.0434798522501423	0.000417609414769981	0.000640727059774371	0.000640727059774371
10_15118748	10	15118748	755	0.909260206554153	0.00874653869943134	0.0802825077427714	0.000771330232552581	0.000939416771092045	0.000939416771092045
10_15118769	10	15118769	755	0.901676324353196	0.00867358629407537	0.0877189226132004	0.000842715055583131	0.00108845168394524	0.00108845168394524
10_15118774	10	15118774	755	0.932288182316848	0.00896805403654402	0.0573582212949354	0.000550917116092628	0.000834625235580049	0.000834625235580049
10_15119232	10	15119232	749	0.72600067724721	0.00694817812157041	0.263082739526246	0.00251637721418392	0.00145202789078988	0.00145202789078988
10_15119278	10	15119278	749	0.0650784347285147	0.000622832141260859	0.91131938592813	0.00870749607211495	0.0142718511299789	0.0142718511299789
10_15119311	10	15119311	749	0.926529592240609	0.00886733696475832	0.0630908554816286	0.000602900730596579	0.000909314582407439	0.000909314582407439
10_15119402	10	15119402	749	0.284478923977501	0.00272260109057076	0.694448956757566	0.00663449785400635	0.0117150203203555	0.0117150203203555
10_15119467	10	15119467	749	0.30658903443808	0.00293420555676795	0.677301220849146	0.00647540059757425	0.0067001385584318	0.0067001385584318
10_15120275	10	15120275	749	0.871415467324042	0.00834954710528494	0.116364153599892	0.00111219515765242	0.00275863681312904	0.00275863681312904
10_15120276	10	15120276	749	0.469043310343751	0.00449418143352467	0.510292907171323	0.0048781267489058	0.0112914743024956	0.0112914743024956
10_15120278	10	15120278	749	0.942186391236859	0.00902764519402918	0.0477162729176096	0.000456584732946591	0.000613105918555178	0.000613105918555178
10_15120279	10	15120279	749	0.92570552351052	0.00886973225057454	0.0638593698013496	0.000610919945566032	0.000954454491989634	0.000954454491989634
10_15120318	10	15120318	749	0.928492781325864	0.00889643861659218	0.0611292929360817	0.000584819250679444	0.000896667870782281	0.000896667870782281
10_15150277	10	15150277	708	0.922955465203566	0.00959153564040357	0.0654841432446774	0.000679234539861017	0.00128962137149217	0.00128962137149217
10_15150365	10	15150365	708	0.935524974263734	0.00972216046324526	0.0534101339276502	0.000554260198523034	0.000788471146847021	0.000788471146847021
