4_102831145_A_T	21
4_102810568_G_A	21
4_102857277_A_G	20
4_102767228_T_C	1
4_102891964_T_G	21
4_102856899_G_T	20
4_102713063_C_T	3
4_102815265_A_G	21
4_102777629_G_C	9
4_102903697_G_A	1
4_102910887_T_A	5
4_102903293_C_T	6
4_102859908_T_C	20
4_102817816_A_G	21
4_102817815_T_C	9
4_102843999_A_G	6
4_102790277_C_T	20
4_102914235_A_T	3
4_102881667_T_C	8
4_102815871_A_C	21
4_102837934_G_A	21
4_102793629_G_T	20
4_102732819_T_C	20
4_102909539_T_C	13
4_102791180_A_T	20
4_102873379_C_T	21
4_102888757_C_A	21
4_102884644_A_T	4
4_102817086_G_A	21
4_102794198_G_C	20
4_102909539_T_G	1
4_102901336_C_T	7
4_102893563_T_A	20
4_102865403_G_A	20
4_102805616_A_C	21
4_102792189_A_G	20
4_102868653_C_A	21
4_102880645_A_T	21
4_102863894_G_A	9
4_102767912_C_T	20
4_102867054_A_G	20
4_102848735_T_C	21
4_102791032_C_A	20
4_102820439_T_A	21
4_102817075_G_C	21
4_102903247_T_C	2
4_102881422_A_G	21
4_102873031_T_A	21
4_102767983_A_G	2
4_102830094_A_G	21
4_102747187_T_G	10
4_102906331_T_G	19
4_102879037_G_A	8
4_102864688_C_T	19
4_102828287_G_A	21
4_102816951_T_C	21
4_102804177_C_T	20
4_102903706_T_G	1
4_102807049_T_C	4
4_102886563_T_C	21
4_102793960_A_T	20
4_102887937_T_G	1
4_102897417_T_C	20
4_102839093_A_C	24
4_102826384_G_A	21
4_102824599_A_G	21
4_102806853_C_A	21
4_102774327_T_C	20
4_102901247_G_A	7
4_102844759_G_A	21
4_102794228_C_T	20
4_102821494_T_C	21
4_102764314_G_A	20
4_102812443_T_C	21
4_102900906_G_A	6
4_102893450_A_G	5
4_102827786_G_A	9
4_102896941_G_C	1
4_102907589_C_G	8
4_102891342_A_G	21
4_102813062_C_T	21
4_102793343_T_G	21
4_102829976_T_A	21
4_102751527_G_A	5
4_102848077_T_C	21
4_102865431_G_A	20
4_102822914_T_C	21
4_102790236_T_A	3
4_102808586_T_A	21
4_102872502_T_C	21
